"RegionName","Zri","MoM","QoQ","YoY"
"United States",1381,0,0.00072463768115942,0.0375657400450789
"San Francisco",3349,0.00661256387135558,0.0244723156928724,0.137954468229698
"San Jose",3418,0.00558987937628714,0.00825958702064897,0.0955128205128205
"94565",1882,0.00373333333333333,0.0140086206896552,0.0674985819625638
"94112",3989,0.0124365482233503,0.0527843758247559,0.217271895025938
"94544",2424,0.0079002079002079,0.0232165470662727,0.119630484988453
"94110",4859,0.00662937642428009,0.0283597883597884,0.17565932736511
"94587",2876,0.00947700947700948,0.0323043790380474,0.145816733067729
"95035",3244,0.0083929126515387,0.0275578080456129,0.133869276476756
"94538",2905,0.00484261501210654,0.0182264283210655,0.140557518649391
"94501",3346,0.00661853188929001,0.0266953053083768,0.106481481481481
"94536",3018,0.00199203187250996,0.0158195893638506,0.142748958727755
"94513",2356,0.00383468257349808,0.00383468257349808,0.0485091232754784
"95111",2910,0.00622406639004149,0.0271796681962584,0.143867924528302
"95127",2925,0.00515463917525773,0.0266760266760267,0.148409893992933
"94806",2099,0.00768122899663946,0.0279138099902057,0.155837004405286
"95123",3139,0.00576738224927908,0.0244778067885118,0.179631717399474
"94509",1827,0.00495049504950495,0.0178272980501393,0.0959808038392322
"94122",4171,0.00385078219013237,0.0243123772102161,0.0956133438402942
"94080",3513,0.0118087557603687,0.0173761946133797,0.139474537787869
"95122",2822,0.00966010733452594,0.0280510018214936,0.138821630347054
"94109",4830,0,0.0144927536231884,0.152469577666428
"94015",3475,0.0119394292370414,0.0154880187025132,0.13450865164871
"94541",2444,0.00122900450634986,0.00700453234445818,0.108892921960073
"95020",2950,0.00511073253833049,0.00408441116405718,0.0913799482056974
"94087",4224,0.00475737392959087,0.00213523131672598,0.0991412958626073
"95051",3460,0.00435413642960813,0.0052295177222545,0.0887350534927627
"95125",3548,0.00738216922203294,0.00938833570412518,0.0991325898389095
"94539",4573,0.00704690596784849,0.0146438872864433,0.117273393598827
"95112",2981,0.00134363453140746,0.0111940298507463,0.130880121396055
"95014",4557,0.000219490781387182,0.000878541620909291,0.078069552874379
"95116",2775,0.00579920260964117,0.0213470739786529,0.121212121212121
"95148",3311,0.00668896321070234,0.0228606734630831,0.125807548452907
"94601",2352,0.00384122919334187,0.03886925795053,0.257081774452165
"94014",3275,0.0148744964363186,0.0208852867830424,0.125816431763493
"94550",2990,0.00133958472873409,0.012186865267434,0.104951958610495
"94553",2477,0.00364667747163695,0.0118464052287582,0.0873573309920983
"95136",3263,0.00678802838630052,0.0206443540819518,0.136933797909408
"94901",4090,0.0039273441335297,0.0103754940711462,0.0590367685137235
"95037",3314,0.00333030578262186,-0.00300842358604091,0.0794788273615635
"94086",3768,0.00426439232409382,0.00319488817891374,0.1101944608132
"94025",5522,-0.000904649900488511,0.00381748772950373,0.0606991932385709
"94560",2828,0.00640569395017794,0.0279898218829517,0.135287033319952
"95008",3510,0.00544256659982813,0.00573065902578797,0.086687306501548
"94577",2476,0.00202347227842979,0.00691337942252948,0.103386809269162
"94116",4071,0.000983525940496681,0.0256991685563114,0.10385032537961
"94121",4629,0.0122457905095124,0.0360340196956132,0.135115252574792
"94546",2771,0.004713560551124,0.0127923976608187,0.136121361213612
"95124",3549,0.00881182490051165,0.0134209023415191,0.0977420352613672
"94551",2796,0.00322927879440258,0.0101156069364162,0.122440786832597
"95129",3899,0.0036036036036036,0.0067131422669765,0.108930602957907
"94118",5997,0.0135203650498563,0.0444096133751306,0.190353314807463
"94605",2412,0.000414765657403567,0.0075187969924812,0.143669985775249
"94066",3597,0.00841042893187553,0.0143824027072758,0.149568552253116
"94403",4147,0.00411622276029056,0.0206743785380261,0.148753462603878
"94010",6495,-0.000153940886699507,-0.00368154624942476,0.0552396425670187
"94520",2084,0.00240500240500241,0.0111596312469675,0.103229221810482
"95132",3235,0.00999063378083047,0.0286168521462639,0.144727530077849
"94117",5444,0.0107686594875603,0.0431117072236061,0.186056644880174
"94583",3470,0.00667246881346098,0.0143232972814966,0.084375
"94124",3868,0.012565445026178,0.0635138850701127,0.197523219814241
"94568",3119,-0.00032051282051282,0.00548033526756931,0.131302140007254
"94555",3029,-0.00296247531270573,-0.00263417846559104,0.138721804511278
"94804",2113,0.00666984278227727,0.0188042430086789,0.157808219178082
"94606",2603,0.00618477000386548,0.0288537549407115,0.188041989958923
"94134",3887,0.0178057083006023,0.0722758620689655,0.216969317470257
"94561",2010,0.00600600600600601,0.0172064777327935,0.0496083550913838
"94566",3583,0.00476724621424565,0.0207977207977208,0.0788919000301114
"94044",3567,0.00990939977349943,0.025,0.141805377720871
"94578",2423,0.00372825186412593,0.0159329140461216,0.128551467163484
"94523",2695,0.00936329588014981,0.00936329588014981,0.0823293172690763
"95120",4149,0.0126922138149866,0.0257107540173053,0.0996554465942221
"94401",3486,0.00751445086705202,0.0274093722369584,0.139588100686499
"95128",3268,0.00122549019607843,0.000918836140888208,0.108548168249661
"95121",3122,0.00774693350548741,0.0368648289604782,0.175894538606403
"94132",4135,0.000726040658276864,0.0247831474597274,0.172052154195011
"94115",5305,0.00587789154342055,0.031298600311042,0.173153471915082
"94521",2504,0.00724054706355591,0.0220408163265306,0.0619168787107718
"94404",4415,0.00960439057855019,0.028178854215184,0.156667539952843
"95070",6192,0.00633837152608484,0.00568458664934221,0.0582806357887541
"94621",1982,0.0280082987551867,0.0801089918256131,0.145002888503755
"94061",4347,0.0099907063197026,0.0347536300880743,0.145756457564576
"94582",4012,-0.00322981366459627,-0.00913805877994567,0.0733012306046014
"94526",4182,-0.000955566172957477,0.011611030478955,0.101685985247629
"94531",2180,-0.00137425561154375,0.00739371534195933,0.0613437195715677
"94040",4788,0.008,0.0239520958083832,0.0803249097472924
"94114",5760,0.0114135206321334,0.0402745168864006,0.186405767250257
"95117",3439,0.00262390670553936,0.00145602795573675,0.0858856962425008
"94801",1906,0.0106044538706257,0.043240284619595,0.129816241849437
"95050",3339,0.00300390507659958,0.00632911392405063,0.117096018735363
"94063",3505,0.00200114351057747,0.0215680559603614,0.142065819485174
"94603",2045,0.0204590818363273,0.0701203558346415,0.157328805885682
"94545",2451,0.00822706705059646,0.0225281602002503,0.114090909090909
"94598",3630,0.00554016620498615,0.0251341428974866,0.0963455149501661
"94580",2439,0.00701899256812552,0.0141372141372141,0.123963133640553
"94941",5409,-0.0179738562091503,-0.0239985564778058,0.106361219063203
"95131",3246,0.00995644057249533,0.0314585319351764,0.159285714285714
"94002",4722,0.00639386189258312,0.0170148610811975,0.097884212973727
"94133",5322,0.00623936471922859,0.0256311428020813,0.167873601053325
"94306",6098,0.00910143968227702,0.0185401703691331,0.149481621112158
"94062",5540,0.00325968851865266,0.00617508172902288,0.0423330197554092
"95133",3082,0.0075187969924812,0.0293921175684703,0.160828625235405
"94530",3132,0.0215264187866928,0.0563237774030354,0.202764976958525
"94602",3176,0.0121096239643085,0.0318388564002599,0.233398058252427
"94402",5289,0.000946252838758516,0.0309941520467836,0.148284845853235
"94549",5068,0.00138312586445367,0.01218294387857,0.0979202772963605
"94903",3556,0.0136830102622577,0.0265588914549654,0.0431211498973306
"94043",3953,0.010997442455243,0.0219751809720786,0.0998887033945465
"94131",5152,0.013375295043273,0.0533633203843795,0.220563847429519
"94070",4865,0.00912673719145406,0.0216295674086518,0.0808709175738725
"94518",2514,0.00801924619085806,0.0161681487469685,0.0479366402667778
"94102",4219,-0.0021286660359508,0.027520701412567,0.120882040382572
"94947",3284,0.000914355379457483,0.0236907730673317,0.115868161739721
"95054",3505,0.00487385321100917,0.00718390804597701,0.106027137898391
"94607",2759,0.00693430656934307,0.03101644245142,0.195407279029463
"94619",2687,0.0101503759398496,0.0240091463414634,0.130416491375684
"94107",4663,0.000643776824034335,0.0112773801778356,0.119030477561795
"94103",4518,0.00110791048083315,0.0187147688838782,0.119702602230483
"94123",7310,0.0117647058823529,0.0295774647887324,0.257742601514109
"94085",3334,0,0.00694654183026276,0.116170070304653
"95032",4334,0.0123802849801448,0.0102564102564103,0.0680137999014293
"94579",2500,0.00482315112540193,0.00969305331179321,0.115075825156111
"95135",3532,0.00598120193677015,0.0120343839541547,0.108252274866646
"94547",2482,0.0048582995951417,0.0040453074433657,0.0810104529616725
"95118",3310,0.00333434374052743,0.00424757281553398,0.104069379586391
"94609",3374,0.00866965620328849,0.0462015503875969,0.258016405667412
"94030",4485,0.00831834532374101,0.0110459873760144,0.0936356986100951
"94024",7116,0.00736126840317101,0.0159908623643632,0.140933140933141
"94704",3402,0.00740302043233639,0.0277945619335347,0.115775664152181
"94519",2352,0.000851063829787234,0.0077120822622108,0.0818767249310028
"94564",2407,-0.000415282392026578,0.013047138047138,0.119014411901441
"94596",3560,0.00593387962701328,0.0206422018348624,0.122320302648171
"94803",2445,0.000409165302782324,0.0120033112582781,0.113387978142077
"94588",3339,0.00632911392405063,0.0195419847328244,0.107830126078301
"94506",4779,-0.00104515050167224,0.0071654373024236,0.0945945945945946
"94022",8791,0.00641099026903263,0.0150098141092253,0.143767889669529
"95138",3759,0.0107555794568432,0.0170454545454545,0.0724679029957204
"94089",3407,0.00235363342159459,0.00978067575577949,0.115220949263502
"95126",3218,0.00531084036238675,0.0141821619918059,0.122036262203626
"95110",2743,0.00219218122031421,0.00549853372434018,0.12004899959167
"94703",3382,0.00714711137581894,0.0273390036452005,0.125457570715474
"94127",5272,0.014626635873749,0.0644054108621038,0.228618037753437
"94502",3338,0.00998487140695915,0.0267609966164257,0.0919201831861302
"94595",2560,0.0142630744849445,0.0301810865191147,0.0797132011809363
"94706",3323,0.0137278828553996,0.0374648766781143,0.161481999300944
"94301",8087,0.00822840044882184,0.00684760956175299,0.0929855385862954
"94805",2349,0.00556506849315068,0.0221932114882506,0.192991366175724
"94960",4328,-0.00046189376443418,0.0133458206509014,0.0423892100192678
"94563",5444,0.00498430865792874,0.02023988005997,0.12525837122778
"94945",3389,0.00653400653400653,0.0146706586826347,0.0893603342976535
"94707",4056,0.0132400699475393,0.00795228628230616,0.110624315443593
"94552",3439,0.0132586918090748,0.028101644245142,0.107568438003221
"95134",3154,0.00349984091632199,0.0112215453671048,0.12202063322661
"94705",5053,0.00757726819541376,0.0360877588681567,0.148148148148148
"94920",8913,-0.0138304934720071,-0.0041340782122905,0.0862888482632541
"94108",4589,0.007243195785777,0.0344905320108206,0.185175619834711
"94965",4614,-0.000216684723726977,0.0113985094256905,0.0697890099698586
"94904",5842,-0.0133423408208073,-0.0282767797737858,0.0547030149846543
"94556",4523,0.00288248337028825,0.00802317806997994,0.0810229445506692
"94612",2789,0.00722282412423257,0.0219860754855258,0.193921232876712
"94708",4166,0.0114105365379947,0.0200783545543585,0.110933333333333
"94041",4358,0.00600184672206833,0.0137241218888114,0.11116777154513
"94507",6220,0.00403551251008878,0.0218498439296862,0.12660749864155
"94597",2995,0.0104588394062078,0.0239316239316239,0.139649923896499
"94709",3461,0.00727590221187427,0.0188401530762437,0.105397636537847
"94949",3692,0.0134504529234148,0.0115068493150685,0.0661276349985562
"94542",3016,0.00600400266844563,0.0297029702970297,0.141559424678274
"94065",4463,0.0065403698691926,0.0175558595531236,0.155918155918156
"94305",7078,0.00169827342202095,-0.00141083521444695,0.048437268552807
"95030",6297,0.00494733482285349,0.011403790555734,0.064041906049341
"94517",3118,0.0149739583333333,0.0334769638713954,0.117562724014337
"94019",4134,0.00315457413249211,0.0167240531234629,0.153138075313808
"95130",3620,0.00471829031362753,0.00863750348286431,0.083507931756959
"94572",2290,-0.00564481111593574,0.0043859649122807,0.121999020088192
"94505",2486,0.000402414486921529,0.007701661937576,0.0808695652173913
"94925",4754,-0.025220422390814,-0.0218106995884774,0.133253873659118
"95119",3218,0.00405616224648986,0.0157828282828283,0.131504922644163
"94027",16356,0.0176704828272773,0.0408552882779687,0.147950589556429
"94930",3432,-0.002615518744551,-0.0146425495262705,-0.00145475705557172
"94028",9816,0.000917711838482716,0.0130030959752322,0.0492784607161946
"94939",5468,-0.0240942352311262,-0.0417104801962846,0.137507801123362
"95139",3171,-0.000630318310746927,0.0215850515463918,0.181885948565039
"94105",4866,0.00144062564313645,0.0099626400996264,0.12691060676239
"94005",3471,0.00754716981132076,0.00930503053213143,0.11072
"95046",3305,0.0122511485451761,-0.00090689238210399,0.0896801846356742
"94111",4732,0.00488426417498407,0.0235777633571274,0.138320904498436
"94525",2273,-0.00481611208406305,0.0013215859030837,0.133665835411471
"94038",4233,0.00713775874375446,0.0336996336996337,0.165152766308836
"94158",4928,0.000202963263649279,0.0100430416068867,0.127946898603799
"94970",8846,-0.00573226930425986,0.0154976466536563,0.207645051194539
